DAY,HR,5G,REGION,MARKET,MARKET_DESC,S5NR_TotalERABSetupFailureRate_%,ErabAddAtt_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_DLUserPerceivedTput_Mbps,S5NR_ULUserPerceivedTput_Mbps,5GNR_ENDC_Drop_%_den,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop%,S5NR_RACH_SR%,S5NR_DLPRBUtilization_%,S5NR_ULPRBUtilization_%,S5NR_IntragNBHOFailRate_%,S5NR_IntragNBHOFailRate_den,S5NR_IntragNBHOFailRate_num,S5NR_IntergNBHOFailRate_%,S5NR_IntergNBHOFailRate_den,S5NR_IntergNBHOFailRate_num,S5NR_RACH_CB_SR%,S5NR_RACH_CF_SR%,S5NR_RACH_Att_MSG2_CB,S5NR_RACH_Att_MSG2_CF,S5NR_RACH_Att_MSG3_CB,S5NR_RACH_Att_MSG3_CF,S5NR_RACH_Att_MSG5_CB,S5NR_PUCCH_BLER_%,EndcRelBySgnb_DL_randomAccessProblem,EndcRelBySgnb_DL_rlcMaxNumRetx,EndcRelBySgnb_DL_scgReconfFailure,EndcRelBySgnb_DL_srb3IntegrityFailure,EndcRelBySgnb_DL_t310Expiry,EndcRelBySgnb_UL_outOfSync,EndcRelBySgnb_UL_srb3IntegrityFailure,EndcRelBySgnb_per_GNB,EndcRelByMeNB_radioConnectionWithUeLost,EndcRelByMenb_per_GNB,ENDCRELBYMENB_UECUSTOMSIGNATURE_FAILRADINTERPROC,ENDCRELBYMENB_UEPOWERSAVING,ENDCRELBYSGNB_MRBASEDSUSPENDRESUME,ENDCRELBYSGNB_USERINACTIVITY,EndcRelBySgnb_DL_syncReconfFailure,EndcRelBySgnb_UL_rlcMaxNumRetx,ErabAddSucc_per_GNB,CellAvailPmPeriodTime,CellAvailability,CellUnavailableTimeDown,S5NR_PUSCHAvgSINR_dB,S5NR_PUCCHAvgSINR_dB,CAUSEE1APTRANSPORTLAYERUNSPECIFIED,CAUSEE1APTRANSPORTLAYERTRANSPORTRESOURCEUNAVAILABLE,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NC_DRBDrop_%_SA,S5NC_DRBSetupFail_%_SA,S5NR_TotalERABSetupFailureRate_%_num,S5NR_TotalERABSetupFailureRate_%_den,S5NC_DRBDrop_num_SA,S5NC_DRBDrop_den_SA,S5NC_DRBSetupFail_num_SA,S5NC_DRBSetupFail_den_SA,Sum_DLRLCDataVolume_MB
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,0.1,1214858,20812022.38,1482191.99,17928218.24,851086.59,100.32,2.18,1884076,39207,2.08,70.37,2.73,2.92,0.29,708309,2060,0.69,264465,1829,62.56,78.55,2933931,2803498,1887430,2202255,1835432,0.87,18530,81,3,0,2430,0,0,6428,0,554964,83685,32,0,57285,6879,8,1213642,24735600,95.37,1144800,13.44,9.01,0,0,2.3,2.64,2.41,1.23,0.06,1216,1214858,16059,1305713,729,1305562,20689625.19
Total,*,*,*,*,*,0.1,1214858,20812022.38,1482191.99,17928218.24,851086.59,100.32,2.18,1884076,39207,2.08,70.37,2.73,2.92,0.29,708309,2060,0.69,264465,1829,62.56,78.55,2933931,2803498,1887430,2202255,1835432,0.87,18530,81,3,0,2430,0,0,6428,0,554964,83685,32,0,57285,6879,8,1213642,24735600,95.37,1144800,13.44,9.01,0,0,2.3,2.64,2.41,1.23,0.06,1216,1214858,16059,1305713,729,1305562,2.068962519E7
