DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DUNAME,DU,SECTOR,CARRIER,5GNR_ENDC_Drop%,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop_%_den,S5NR_Cell_Availability_%,ErabAddAtt_per_GNB,ErabAddSucc_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_DLPRBUtilization_%,S5NR_DLUserPerceivedTput_Mbps,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PUCCH_BLER_%,S5NR_PUCCHAvgSINR_dB,S5NR_PUSCHAvgSINR_dB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalERABSetupFailureRate_%,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_ULPRBUtilization_%,S5NR_ULUserPerceivedTput_Mbps,S5NC_DRBDrop_%_SA,S5NC_NRDCAdd_MN_Succ_%_SA,S5NC_NGSetupFailure_%_SA,S5NC_RRCSetupFailure_%_SA,S5NC_EPSFB_IRAT_HO_PrepFailure_%_SA,S5NC_EmergFB_IRAT_HO_Failure_%_SA,S5NC_EPSFB_IRAT_HO_Failure_%_SA,RssiPathAvg_Path0,RssiPathAvg_Path1,RssiPathAvg_Path2,RssiPathAvg_Path3,RssiPathAvg,S5NR_PDCCH_Blocking_Tot_%,S5NC_MaxUENo_SPID125,S5ND_TotalMACDataVolumeDL_MB_SPID125,S5ND_DLUeThru_Mbps_SPID125,S5NC_ERAB_Drop_Rate_FWA_%_num,S5NC_ERAB_Drop_Rate_FWA_%,S5NC_ERABSetupFailureRate%_QCI132,S5NR_TotalERABSetupFailureRate_%_num,S5NR_TotalERABSetupFailureRate_%_den,S5NC_DRBDrop_num_SA,S5NC_DRBDrop_den_SA,S5NC_DRBSetupFail_%_SA,S5NC_DRBSetupFail_num_SA,S5NC_DRBSetupFail_den_SA,S5NR_IntragNBHOFailRate_%,S5NR_IntragNBHOFailRate_den,S5NR_IntragNBHOFailRate_num,S5NR_IntergNBHOFailRate_%,S5NR_IntergNBHOFailRate_den,S5NR_IntergNBHOFailRate_num,S5NR_AvgRRCconnectedUsersPerDU_PerCell,Sum_DLRLCDataVolume_MB
09/27/2025,05,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,10,0.1,1,975,100,772,772,5732.57,3.41,304.47,1.59,0.93,0.03,0.44,7.99,13.63,5191.06,0,471.5,645.91,5.77,3.26,0,NaN,0,0.15,NaN,NaN,NaN,-89.81,-89.68,-89.88,-89.83,-90.02,0.59,6,979.74,674.44,0,0,0,0,772,0,681,0,0,663,0,149,0,0,7,0,7.81,5769.53
09/27/2025,05,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,11,0,0,196,100,168,168,936.19,1,126.59,0.1,0.15,0.38,0.56,8.53,17.2,806,0,28.88,47.88,0.65,2.32,0,NaN,0,1,NaN,NaN,NaN,-93.09,-93.08,-93.12,-93.18,-93.17,0.15,2,148.8,NaN,0,0,0,0,168,0,95,0,0,103,0,115,0,NaN,0,0,1.22,829.02
09/27/2025,05,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,10,0,0,257,100,112,112,1204.6,0.59,344.15,0.31,0.25,0.09,1.02,8.47,18.69,1154.14,0,104.16,202.31,1.28,15.64,0,NaN,0,0,NaN,NaN,NaN,-90.16,-90.26,-90.2,-90.2,-90.08,0.23,1,0.04,NaN,0,0,0,0,112,0,336,0,0,314,0.79,127,1,33.33,3,1,1.74,1210.65
09/27/2025,05,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,11,1.15,1,87,100,41,41,1792.66,1.44,64.99,0.16,0.2,0.56,0.77,8.81,16.38,1761.46,0,9.3,18.17,0.22,3.02,0,NaN,0,0.93,NaN,NaN,NaN,-92.97,-93.14,-93.02,-93.02,-92.99,0.21,0,0,NaN,0,NaN,NaN,0,41,0,94,0,0,107,0,43,0,NaN,0,0,0.27,1765.46
09/27/2025,05,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,10,0,0,136,100,43,43,1351.1,0.61,214.52,0.1,0.16,0.39,0.91,8.37,18.75,1060.54,0,36.83,66.41,0.48,4.34,0,NaN,0,0,NaN,NaN,NaN,-90.66,-90.71,-90.72,-90.84,-90.7,0.28,0,0,NaN,0,NaN,NaN,0,43,0,157,0,0,169,1.05,95,1,NaN,0,0,0.66,1379.19
09/27/2025,05,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,11,0,0,17,100,7,7,73.5,0.06,205.85,0.06,0.08,1.24,4.01,9.12,21.27,22.5,0,1.1,3.43,0.03,2.65,0,NaN,0,0,NaN,NaN,NaN,-93.62,-93.79,-93.67,-93.85,-93.79,0.09,0,0,NaN,0,NaN,NaN,0,7,0,40,0,0,44,0,14,0,NaN,0,0,0.07,31.79
09/27/2025,05,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,64,7,5.61,6,107,100,83,83,10.56,0.6,5.05,0.83,0.75,0.36,62.38,7.25,12.75,3.23,0,0.15,6.83,0.17,1.76,4.2,NaN,0,3.58,0,NaN,0,-101.84,-101.82,-101.78,-101.91,-101.84,1.05,1,1.29,5.64,0,0,0,0,83,15,357,0.26,1,389,0,26,0,0,6,0,0.41,11.12
09/27/2025,05,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,65,7,0,0,257,100,152,152,737.01,7.08,20.33,1.81,1.43,0.56,5.9,8.25,10.69,569.2,0,0.4,40.86,0.88,1.58,0.2,NaN,0,0.11,NaN,NaN,NaN,-101.44,-101.83,-100.86,-101.95,-101.52,1.39,0,0,NaN,0,NaN,NaN,0,152,3,1525,0,0,1599,0,97,0,0,4,0,1.45,887.74
09/27/2025,05,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,66,7,15.32,17,111,100,68,68,38.76,1.43,11.92,1.5,1.26,0.12,19.85,8.52,12.09,9.64,0,0.07,10.49,0.2,1.54,0,NaN,0,2.94,NaN,NaN,NaN,-101.77,-102.38,-101.69,-102.2,-102.01,1.53,0,0,NaN,0,NaN,NaN,0,68,0,669,0,0,716,0,47,0,NaN,0,0,0.14,35.92
09/27/2025,05,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,64,10,1.85,1,54,100,16,16,309.4,0.21,179.51,0,0.03,0.15,0.5,7.34,14.1,199.06,0,6.72,21.71,0.68,0.95,2.99,NaN,0,0,NaN,NaN,NaN,-81.17,-81.02,-80.49,-80.99,-80.13,0.03,0,0,NaN,0,NaN,NaN,0,16,2,67,0,0,66,0,36,0,NaN,0,0,0.72,329.41
