DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DUNAME,DU,SECTOR,CARRIER,5GNR_ENDC_Drop%,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop_%_den,S5NR_Cell_Availability_%,ErabAddAtt_per_GNB,ErabAddSucc_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_DLPRBUtilization_%,S5NR_DLUserPerceivedTput_Mbps,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PUCCH_BLER_%,S5NR_PUCCHAvgSINR_dB,S5NR_PUSCHAvgSINR_dB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalERABSetupFailureRate_%,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_ULPRBUtilization_%,S5NR_ULUserPerceivedTput_Mbps,S5NC_DRBDrop_%_SA,S5NC_NRDCAdd_MN_Succ_%_SA,S5NC_NGSetupFailure_%_SA,S5NC_RRCSetupFailure_%_SA,S5NC_EPSFB_IRAT_HO_PrepFailure_%_SA,S5NC_EmergFB_IRAT_HO_Failure_%_SA,S5NC_EPSFB_IRAT_HO_Failure_%_SA,RssiPathAvg_Path0,RssiPathAvg_Path1,RssiPathAvg_Path2,RssiPathAvg_Path3,RssiPathAvg,S5NR_PDCCH_Blocking_Tot_%,S5NC_MaxUENo_SPID125,S5ND_TotalMACDataVolumeDL_MB_SPID125,S5ND_DLUeThru_Mbps_SPID125,S5NC_ERAB_Drop_Rate_FWA_%_num,S5NC_ERAB_Drop_Rate_FWA_%,S5NC_ERABSetupFailureRate%_QCI132,S5NR_TotalERABSetupFailureRate_%_num,S5NR_TotalERABSetupFailureRate_%_den,S5NC_DRBDrop_num_SA,S5NC_DRBDrop_den_SA,S5NC_DRBSetupFail_%_SA,S5NC_DRBSetupFail_num_SA,S5NC_DRBSetupFail_den_SA,S5NR_IntragNBHOFailRate_%,S5NR_IntragNBHOFailRate_den,S5NR_IntragNBHOFailRate_num,S5NR_IntergNBHOFailRate_%,S5NR_IntergNBHOFailRate_den,S5NR_IntergNBHOFailRate_num,S5NR_AvgRRCconnectedUsersPerDU_PerCell,Sum_DLRLCDataVolume_MB
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ALLENTOWN-HNRT,0080,80,1,0,0,4,100,4,4,804.93,5.76,54.7,0.02,0.02,0.04,0.02,16.42,11.3,1437.54,0,9.76,28.66,0.16,5.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-116.22,-115.25,-115.51,-115.06,-115.51,0.02,1,801.96,54.7,0,NaN,NaN,0,4,0,0,NaN,0,0,NaN,0,0,NaN,0,0,1.03,1437.54
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ALLENTOWN-HNRT,0081,81,1,4.76,1,21,100,18,18,23.63,0.08,47.02,0,0,0,1.37,17.12,11.75,13.6,0,1.39,2.98,0.03,2.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-115.69,-114.22,-115.36,-115.76,-115.26,0,0,0,NaN,0,NaN,NaN,0,18,0,0,NaN,0,0,0,6,0,NaN,0,0,0.16,13.6
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,AMERICAN_STORAGE-HNRT,0095,95,1,NaN,0,0,100,4,4,3535.32,2.12,280.86,0.08,0.07,0.06,0.12,17.44,20.4,1959.66,0,87.69,218.92,0.41,80.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-108.25,-113.49,-114.19,-114.76,-112.67,0.07,1,3502.98,280.86,0,NaN,NaN,0,4,0,0,NaN,0,0,NaN,0,0,NaN,0,0,1,1979.81
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,AMERICAN_STORAGE-HNRT,0096,96,1,NaN,0,0,100,4,4,5973.74,2.76,390.32,0,0,0,0.04,17.01,20.52,3807.68,0,88.77,429.3,0.79,87.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-111.03,-113.47,-110.58,-112.3,-111.84,0,1,5995.78,390.32,0,NaN,NaN,0,4,0,0,NaN,0,0,NaN,0,0,NaN,0,0,1,3807.68
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,AMERICAN_STORAGE-HNRT,0097,97,1,NaN,0,0,100,4,4,3491.01,1.74,551.59,0,0,0,0.06,17.42,20.69,3665.11,0,278.58,441.23,0.76,33.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-113.5,-115.27,-111.98,-115.15,-113.98,0,1,3485.56,551.59,0,NaN,NaN,0,4,0,0,NaN,0,0,NaN,0,0,NaN,0,0,1,3665.26
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ARGYLE_PARK-HNRT,0086,86,1,0,0,5,100,3,3,169.26,0.28,66.74,0,0,0,0.59,16.93,11.3,56.51,0,3.59,12.37,0.08,3.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-115.49,-115.34,-114.28,-115,-115.03,0,0,0,NaN,0,NaN,NaN,0,3,0,0,NaN,0,0,0,1,0,NaN,0,0,0.17,58.66
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ARGYLE_PARK-HNRT,0087,87,1,10,1,10,100,9,9,18.51,0.06,43.25,0,0,0,0.19,17.36,11.92,8.68,0,0.04,0.71,0,1.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-115.88,-114.69,-115.96,-115.35,-115.47,0,0,0,NaN,0,NaN,NaN,0,9,0,0,NaN,0,0,0,2,0,NaN,0,0,0.06,9.57
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ARGYLE_PARK-HNRT,0088,88,1,0,0,5,100,5,5,99.14,0.22,219.92,0,0,0,1.24,16.65,11.63,113.63,0,1.2,2.81,0.02,3.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-116.92,-114.42,-116.52,-116.62,-116.12,0,0,0,NaN,0,NaN,NaN,0,5,0,0,NaN,0,0,NaN,0,0,NaN,0,0,0.02,160.69
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,BAILEY CLINTON-HNRT,0047,47,1,15.22,14,92,100,77,76,295.74,0.73,68.39,0.16,0.21,0.33,8.96,16.37,12.04,204.34,1.3,40.91,56.32,0.45,6.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-115.65,-115.74,-115.51,-114.9,-115.45,0.21,0,0,NaN,0,NaN,NaN,1,77,0,0,NaN,0,0,0,24,0,NaN,0,0,0.49,431.61
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,BAILEY CLINTON-HNRT,0048,48,1,8.33,4,48,100,43,43,131.39,0.5,91.59,0.01,0.01,0.02,3.16,16.66,13.24,85.96,0,3.44,10.64,0.09,4.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-116.53,-115.52,-115.48,-115.75,-115.82,0.01,0,0,NaN,0,NaN,NaN,0,43,0,0,NaN,0,0,0,9,0,NaN,0,0,0.25,130.61
