DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb,CAUSEE1APTRANSPORTLAYERTRANSPORTRESOURCEUNAVAILABLE,InThruPeak,OutThruPeak
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0720001,0,14.86,619918.13,65431.14,739,78,103914,10316,0.58,1080,6.25,0,628.24,0,5491,99.89,5491,5485,20,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0720002,0.01,8.74,227331.28,28521.27,271,34,76697,4896,1.19,1080,15.25,0,1288.63,0,5349,99.94,5349,5346,22,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729201,0.02,375.15,559520.15,143445.2,667,171,1235088,120671,19.29,3600,49.75,0,69441.15,0,117683,99.92,117683,117586,817,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729203,0.03,845.12,1692821.09,176999.63,2018,211,3529108,345760,28.33,2880,64.75,0,81578.26,0,328819,99.88,328817,328437,2610,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729206,0.01,46.11,455501.41,102341.02,543,122,553992,54321,18.69,2160,45.38,0,40379,0.05,44229,99.93,44229,44196,360,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729210,0.01,97,681154.97,122473.68,812,146,728168,64637,14.29,1440,35.38,0,20574.74,0,66081,99.94,66081,66039,488,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729215,0.1,3.61,130862.28,28521.27,156,34,27486,3582,0.13,1440,2,0,184.13,0,4867,99.9,4866,4862,84,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,HNRT,0729279,0,0,0,0,0,0,0,0,0.07,1440,3.88,0,95.76,0,0,NaN,0,0,0,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,SYR4_ESYR,0720004,0.01,9.21,124990.26,33554.43,149,40,13766,1970,0.41,720,13.25,0,290.65,0,3131,99.9,3131,3128,16,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729202,0.04,2978.55,1893308.83,207198.62,2257,247,5577756,452009,0,0,0,0,0,0.02,411872,99.9,411868,411473,3089,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729204,0.01,482.06,984822.58,118279.37,1174,141,1641699,134480,0,0,0,0,0,0.04,91961,99.97,91960,91929,460,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729205,0.03,29871.86,1157627.9,132540.01,1380,158,2834478,250877,0,0,0,0,0,0.41,227976,99.93,227976,227826,1760,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729207,0.02,491.68,2103024.03,156866.97,2507,187,2779637,206220,0,0,0,0,0,0.06,149163,99.92,149163,149042,921,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729208,0.01,0.24,152672.67,39426.46,182,47,79794,7240,0,0,0,0,0,0,8361,99.9,8361,8353,47,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729209,0.02,1222.97,930296.63,209715.2,1109,250,839216,76263,0,0,0,0,0,0.04,70556,99.92,70556,70501,644,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729211,0.01,575.29,1068708.66,117440.51,1274,140,1108957,87415,0,0,0,0,0,0.01,71249,99.94,71248,71205,574,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729212,0.02,941.07,375809.64,52009.37,448,62,353973,30959,0,0,0,0,0,0.06,24159,99.93,24159,24141,195,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729217,0.02,0.27,94791.27,19293.8,113,23,10859,1477,0,0,0,0,0,0,795,99.75,795,793,18,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729299,0.02,0.07,38587.6,12582.91,46,15,1062,105,0,0,0,0,0,0,346,100,346,346,0,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0720003,0.01,5.98,929457.77,87241.52,1108,104,56941,8623,0,0,0,0,0,0,5224,99.96,5224,5222,43,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0720005,0.01,4.8,291084.7,21810.38,347,26,32431,2645,0,0,0,0,0,0,2448,99.92,2448,2446,28,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0720006,0.01,0.17,136734.31,7549.75,163,9,1993,175,0,0,0,0,0,0,411,99.76,411,410,1,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0720008,0,0,18454.94,0,22,0,29,0,0,0,0,0,0,0,4,100,4,4,0,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0720011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0720012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0720013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0720100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0
10/07/2025,16,5GNR,Upstate New York,072,Syracuse,ESYR,0729289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0
Total,*,*,*,*,*,*,*,0.01,37974.81,2103024.03,209715.2,2507,250,21587044,1864641,9.22,15840,64.75,0,214460.56,0.02,1640175,99.91,1640166,1638770,12197,0,0,0
