Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Ericsson5GCarrier.pmEndcSetupUeAtt','Ericsson5GCarrier.EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB','Ericsson5GCarrier.EBSN_ENDC_Peak_UE_FWA_Spid125','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_pct_of_Total','Ericsson5GCarrier.5GNR_ENDC_Drop_pct','Ericsson5GCarrier.5GNR_ENDC_Drop_Num','Ericsson5GCarrier.5GNR_ENDC_Drop_Den','Ericsson5GCarrier.5GNR_Cell_Availability_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Num','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Den','Ericsson5GCarrier.5GNR_DL_MAC_Volume_MB'
143,Florida,VCP Far Edge,NR,,,1437221_0001_0001_10,2025-09-27T15:00:00-04:00,3600,967,54.54,4834.89,10,24.18,4.47,45,1006,100,42.2,4204,9962,21767.7
143,Florida,VCP Far Edge,NR,,,1437221_0001_0001_11,2025-09-27T15:00:00-04:00,3600,493,117.6,5635.32,13,74.49,1.41,7,495,100,41.18,918,2229,7163.85
143,Florida,VCP Far Edge,NR,,,1437221_0001_0002_10,2025-09-27T15:00:00-04:00,3600,1125,145.17,158.98,6,1.41,13.49,157,1164,100,24.13,2429,10066,13233.9
143,Florida,VCP Far Edge,NR,,,1437221_0001_0002_11,2025-09-27T15:00:00-04:00,3600,637,63.96,17.48,6,0.45,5.95,39,656,100,20.37,354,1738,2588.66
143,Florida,VCP Far Edge,NR,,,1437221_0001_0003_10,2025-09-27T15:00:00-04:00,3600,665,55.03,26.99,6,0.22,3.02,21,695,100,20.42,1196,5856,13392.36
143,Florida,VCP Far Edge,NR,,,1437221_0001_0003_11,2025-09-27T15:00:00-04:00,3600,523,94.59,1217.73,5,26.34,1.81,9,497,100,14.76,217,1470,3761.62
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_04,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_08,2025-09-27T15:00:00-04:00,3600,34,NaN,0,0,0,0,0,37,100,12.44,193,1551,1439.85
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_04,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_08,2025-09-27T15:00:00-04:00,3600,27,NaN,0,0,0,0,0,31,100,12.27,252,2053,1138.73
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_04,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_08,2025-09-27T15:00:00-04:00,3600,16,NaN,0,0,0,6.25,1,16,100,9.19,58,631,267.61
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_08,2025-09-27T15:00:00-04:00,3600,485,13.06,0.1,1,0.01,2,9,449,100,39.32,1029,2617,1125.37
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_10,2025-09-27T15:00:00-04:00,3600,326,341.05,4747.98,7,56.77,2.47,10,405,100,60.67,2272,3745,9019.2
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_11,2025-09-27T15:00:00-04:00,3600,105,170.47,4188.91,3,92.25,4.55,3,66,100,62.43,462,740,4811.98
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_08,2025-09-27T15:00:00-04:00,3600,1098,29.24,2337,4,22.48,0.6,6,1006,100,30.25,2337,7726,8486.01
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_10,2025-09-27T15:00:00-04:00,3600,649,228.04,3031.02,6,46.45,4.83,36,746,100,57.54,4719,8201,8670.93
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_11,2025-09-27T15:00:00-04:00,3600,141,138.26,81.1,1,22.5,4.82,4,83,100,59.66,661,1108,545.31
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_08,2025-09-27T15:00:00-04:00,3600,351,NaN,0,0,0,0.29,1,345,100,35.57,1768,4970,2107.4
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_10,2025-09-27T15:00:00-04:00,3600,1396,77.25,11875.77,19,43.97,1.98,26,1310,100,52.67,6028,11444,30346.11
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_11,2025-09-27T15:00:00-04:00,3600,389,117.13,7654.42,10,85.38,0.95,3,315,100,54.6,1181,2163,7871.27
143,Florida,VCP Far Edge,NR,,,1439028_0001_0001_01,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439028_0001_0002_01,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439028_0001_0003_01,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_10,2025-09-27T15:00:00-04:00,3600,1886,85.61,9379.93,10,18.82,4.69,90,1919,100,35.14,9395,26734,50078.8
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_11,2025-09-27T15:00:00-04:00,3600,1417,103.63,5768.65,7,33.54,2.91,36,1239,100,34.07,2313,6789,17570.94
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_10,2025-09-27T15:00:00-04:00,3600,1108,121.44,6492.86,9,36.62,2.15,21,976,100,52.75,6019,11410,17318.04
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_11,2025-09-27T15:00:00-04:00,3600,399,151.95,5944.78,7,57.35,1.23,4,324,100,51.66,1197,2317,11554.54
143,Florida,VCP Far Edge,NR,,,1437396_0001_0003_10,2025-09-27T15:00:00-04:00,3600,781,94.07,427.6,8,2.87,3.75,29,773,100,43.94,1824,4151,12248.53
143,Florida,VCP Far Edge,NR,,,1437396_0001_0003_11,2025-09-27T15:00:00-04:00,3600,170,173.35,4382.87,6,85.48,0,0,161,100,37.86,159,420,8048.08
143,Florida,VCP Far Edge,NR,,,1439396_0001_0001_08,2025-09-27T15:00:00-04:00,3600,55,NaN,0,0,0,0,0,19,100,3.67,83,2261,2104.11
143,Florida,VCP Far Edge,NR,,,1439396_0001_0002_08,2025-09-27T15:00:00-04:00,3600,86,NaN,0.01,1,0,2.38,2,84,100,36.91,543,1471,418.7
143,Florida,VCP Far Edge,NR,,,1439396_0001_0003_08,2025-09-27T15:00:00-04:00,3600,10,NaN,0,0,0,0,0,10,100,26.07,67,257,213.62
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_04,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_08,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_10,2025-09-27T15:00:00-04:00,3600,269,151.88,899.77,7,22.36,2.37,8,337,100,49.88,842,1688,4138.37
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_11,2025-09-27T15:00:00-04:00,3600,99,160.12,266.38,4,86.69,0,0,102,100,27.13,70,258,555.16
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_04,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_08,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_10,2025-09-27T15:00:00-04:00,3600,263,43.31,1229.83,5,53.85,3.2,8,250,100,40.89,586,1433,3276.33
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_11,2025-09-27T15:00:00-04:00,3600,58,165.83,3273.56,6,93.99,0,0,58,100,28.71,60,209,2009.21
143,Florida,VCP Far Edge,NR,,,1437648_0001_0003_04,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0003_08,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0003_10,2025-09-27T15:00:00-04:00,3600,1208,149.14,5281.27,9,13.41,4.03,47,1167,100,42.23,7128,16877,39775.57
143,Florida,VCP Far Edge,NR,,,1437648_0001_0003_11,2025-09-27T15:00:00-04:00,3600,629,150.86,1566.58,10,28.54,0.98,5,508,100,38.36,1121,2922,6009.77
143,Florida,VCP Far Edge,NR,,,1437648_0001_0004_04,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0004_08,2025-09-27T15:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0004_10,2025-09-27T15:00:00-04:00,3600,1418,112.71,10394.55,16,28.77,2.14,33,1541,100,32.58,2667,8186,52015.65
