Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Carrier5G.S5NC_DRBSetupFail_pct_SA_SNSSAI6','Carrier5G.S5NC_DRBSetupFail_pct_den_SA_SNSSAI6','Carrier5G.S5NC_DRBSetupFail_num_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_den_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_num_SA_SNSSAI6','Carrier5G.S5ND_AvgAirIfDelay_DL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgIPLatency_DL_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgRLCDelay_DL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgRLCDelay_UL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgUEThpt_SA_Mbps_5QI133_RFSP95_SNSSAI6','Carrier5G.S5ND_DLActiveUE_Avg_SNSSAI6','Carrier5G.S5ND_DLRLC_SDU_Drop_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NR_DLPRBUtilization_pct_SNSSAI6','Carrier5G.S5NU_AvgPDCPDelay_DL_us_Cell_SNSSAI','Carrier5G.S5NU_AvgPDCPDelay_DL_us_Cell_5QI133_SNSSAI6','Carrier5G.S5NU_AvgPDCPDelay_UL_us_Cell_SNSSAI','Carrier5G.S5NU_AvgPDCPDelay_UL_us_Cell_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_Drop_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_Loss_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NU_ULPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6','Carrier5G.S5NU_ULPDCP_SDU_Loss_pmm_pct_5QI133_SNSSAI6','Carrier5G.RLCDLPKTDISCARDCNTPDCP_5QI133','Carrier5G.RLCDLPKTDROPCNTFULLBUF_5QI133','Carrier5G.RLCDLPKTRECEIVECNT_5QI133','Carrier5G.ErabAddAtt_per_GNB','Carrier5G.RssiPathAvg_Path0','Carrier5G.RssiPathAvg_Path1','Carrier5G.RssiPathAvg_Path2','Carrier5G.RssiPathAvg_Path3','Carrier5G.RssiPathAvg','Carrier5G.S5NR_DLPRBUtilization_pct','Carrier5G.S5NR_ULPRBUtilization_pct','Carrier5G.5GNR_ENDC_Drop_pct','Carrier5G.5GNR_ENDC_Drop_pct_num','Carrier5G.5GNR_ENDC_Drop_pct_den','Carrier5G.S5NR_PDCCH_Blocking_Tot_pct','Carrier5G.S5NR_Cell_Availability_pct','Carrier5G.S5NC_MaxUENo_SPID125','Carrier5G.S5ND_TotalMACDataVolumeDL_MB_SPID125','Carrier5G.S5ND_DLUeThru_Mbps_SPID125','Carrier5G.S5NC_ERAB_Drop_Rate_FWA_pct_num','Carrier5G.S5NC_ERAB_Drop_Rate_FWA_pct','Carrier5G.S5NC_ERABSetupFailureRate_pct_QCI132','Carrier5G.S5NR_MaxRRCconnectedUsersPerDU','Carrier5G.S5NR_TotalDLRLCLayerDataVolume_MB','Carrier5G.S5NR_DLUserPerceivedTput_Mbps','Carrier5G.S5NR_TotalERABSetupFailureRate_pct','Carrier5G.S5NR_TotalERABSetupFailureRate_pct_num','Carrier5G.S5NR_TotalERABSetupFailureRate_pct_den','Carrier5G.S5NC_DRBDrop_pct_SA','Carrier5G.S5NC_DRBDrop_num_SA','Carrier5G.S5NC_DRBDrop_den_SA','Carrier5G.S5NC_DRBSetupFail_pct_SA','Carrier5G.S5NC_DRBSetupFail_num_SA','Carrier5G.S5NC_DRBSetupFail_den_SA','Carrier5G.S5NR_IntragNBHOFailRate_pct','Carrier5G.S5NR_IntragNBHOFailRate_den','Carrier5G.S5NR_IntragNBHOFailRate_num','Carrier5G.S5NR_IntergNBHOFailRate_pct','Carrier5G.S5NR_IntergNBHOFailRate_den','Carrier5G.S5NR_IntergNBHOFailRate_num','Carrier5G.S5NR_AvgRRCconnectedUsersPerDU_PerCell','Carrier5G.S5NR_DLMACLayerDataVolume_MB','Carrier5G.S5NR_PUCCHAvgSINR_dB','Carrier5G.S5NR_PUSCHAvgSINR_dB','Carrier5G.S5NR_TotalULRLCLayerDataVolume_MB','Carrier5G.S5NR_ULMACLayerDataVolume_MB','Carrier5G.S5NR_ULUserPerceivedTput_Mbps'
070,Upstate New York,VCP Far Edge,NR,,,07090013052-181-10,2025-09-27T11:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,1892,-88.82,-88.75,-88.9,-88.87,-88.91,19.28,30.37,0.6,23,3865,0.76,100,6,1697.85,333.84,0,0,0,,23974.42,163.2,0,0,1892,0.13,6,4782,0,0,4567,0.24,1691,4,0,72,0,26.9,30108.16,8.01,13.51,1345.46,2961.45,2.58
070,Upstate New York,VCP Far Edge,NR,,,07090013052-181-11,2025-09-27T11:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,1444,-91.45,-91.5,-91.51,-91.58,-91.58,9.25,11.18,0.52,9,1745,0.49,100,2,37.34,NaN,0,0,0,,9166.33,185.68,0,0,1444,0,0,741,0,0,870,0.12,817,1,0,12,0,10.27,10418.44,8.4,17.25,600.14,885.83,5.75
070,Upstate New York,VCP Far Edge,NR,,,07090013052-182-10,2025-09-27T11:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,1642,-86.91,-87.06,-87.06,-87.07,-86.96,14.54,27.56,0.61,26,4259,0.6,100,1,0.22,16.38,0,NaN,NaN,,33316.05,124.46,0,0,1642,0.34,9,2624,0.04,1,2595,0.22,2224,5,0,107,0,17.4,27346.74,8.47,15.56,1675.46,3030.16,6.84
070,Upstate New York,VCP Far Edge,NR,,,07090013052-182-11,2025-09-27T11:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,531,-91.16,-91.3,-91.19,-91.14,-90.99,9.78,5.46,0.26,3,1135,0.41,100,1,48.1,324.73,0,NaN,NaN,,3139.09,154.2,0,0,531,0.3,1,333,0,0,452,0.46,651,3,0,21,0,3.5,13917.71,8.88,18.14,271.6,451.32,8.23
070,Upstate New York,VCP Far Edge,NR,,,07090013052-183-10,2025-09-27T11:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,516,-88.35,-88.28,-88.33,-88.4,-88.38,3.06,7.45,0.72,11,1523,1.13,100,0,0,NaN,0,NaN,NaN,,4702.15,267.96,0,0,516,3.35,21,626,0,0,672,1.3,1000,13,5.88,34,2,3.61,5268.32,8.7,16.09,534.98,792.21,7.05
070,Upstate New York,VCP Far Edge,NR,,,07090013052-183-11,2025-09-27T11:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,129,-92.29,-92.38,-92.29,-92.46,-92.41,1.27,1.48,0.89,3,336,0.46,100,0,0,NaN,0,NaN,NaN,,1169.35,194.67,0,0,129,0,0,77,0,0,115,0.79,252,2,0,6,0,0.81,1528.91,8.86,18.06,63.68,97.15,4.01
070,Upstate New York,VCP Far Edge,NR,,,07090012265-64-7,2025-09-27T11:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,339,-98.66,-98.58,-98.72,-98.6,-98.64,6.67,2.22,8.49,71,836,3.61,100,0,0,NaN,0,NaN,NaN,,245.01,8.25,0,0,339,1.12,9,800,0.43,5,1158,0.52,383,2,0,14,0,0.98,342.92,8.69,11.32,1.54,99.47,3.12
070,Upstate New York,VCP Far Edge,NR,,,07090012265-65-7,2025-09-27T11:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,671,-99.46,-99.71,-96.06,-99.95,-98.8,18.82,5.93,3.48,70,2013,7.89,100,0,0.02,NaN,0,NaN,NaN,,620.48,11.38,0.3,2,671,0.67,18,2704,0,0,3710,0.2,995,2,2.04,98,2,2.12,971.21,8.61,10.65,24.31,228.83,2.1
070,Upstate New York,VCP Far Edge,NR,,,07090012265-66-7,2025-09-27T11:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,317,-95.22,-97.09,-95.02,-96.83,-96.04,13.51,1.88,10.32,107,1037,6.73,100,0,0,NaN,0,NaN,NaN,,276.03,6.61,0,0,317,1.06,13,1227,0.34,5,1472,0.38,531,2,6.67,15,1,0.99,556.32,8.46,10.81,2.66,83.38,1.55
070,Upstate New York,VCP Far Edge,NR,,,07090013265-64-10,2025-09-27T11:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,403,-86.41,-86.45,-86.38,-86.59,-86.09,2.61,11.89,1.88,26,1383,0.58,100,0,0.71,NaN,0,0,0,,2887.98,163.54,0,0,403,0.13,1,797,0,0,647,0.73,963,7,0,26,0,4.25,4178.94,8.07,11.01,286.36,513.89,2.11
