Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Ericsson5GCarrier.pmEndcSetupUeAtt','Ericsson5GCarrier.EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB','Ericsson5GCarrier.EBSN_ENDC_Peak_UE_FWA_Spid125','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_pct_of_Total','Ericsson5GCarrier.5GNR_ENDC_Drop_pct','Ericsson5GCarrier.5GNR_ENDC_Drop_Num','Ericsson5GCarrier.5GNR_ENDC_Drop_Den','Ericsson5GCarrier.5GNR_Cell_Availability_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Num','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Den','Ericsson5GCarrier.5GNR_DL_MAC_Volume_MB'
143,Florida,VCP Far Edge,NR,,,1437221_0001_0001_10,2025-09-27T10:00:00-04:00,3600,781,72.26,3447.69,9,21.72,2.21,18,816,100,40.88,3654,8938,22877.49
143,Florida,VCP Far Edge,NR,,,1437221_0001_0001_11,2025-09-27T10:00:00-04:00,3600,427,103.2,12957.93,13,80.72,1.21,5,414,100,34.71,680,1959,10219.43
143,Florida,VCP Far Edge,NR,,,1437221_0001_0002_10,2025-09-27T10:00:00-04:00,3600,1128,119.47,45.12,5,0.39,16.14,196,1214,100,28.5,3070,10773,12359.46
143,Florida,VCP Far Edge,NR,,,1437221_0001_0002_11,2025-09-27T10:00:00-04:00,3600,683,103.34,556.89,8,15,2.12,14,661,100,20.63,404,1958,3226.22
143,Florida,VCP Far Edge,NR,,,1437221_0001_0003_10,2025-09-27T10:00:00-04:00,3600,723,102.88,694.37,6,3.63,2.94,23,781,100,19.86,1298,6535,18620.55
143,Florida,VCP Far Edge,NR,,,1437221_0001_0003_11,2025-09-27T10:00:00-04:00,3600,464,160.75,55.73,5,2.6,1.19,5,421,100,13.01,174,1337,3061.69
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_04,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_08,2025-09-27T10:00:00-04:00,3600,32,NaN,0,0,0,0,0,32,100,18.88,267,1414,662.86
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_04,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_08,2025-09-27T10:00:00-04:00,3600,20,NaN,0,0,0,0,0,19,100,9.43,233,2471,705.36
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_04,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_08,2025-09-27T10:00:00-04:00,3600,20,NaN,0,0,0,0,0,19,100,8.06,64,794,217.33
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_08,2025-09-27T10:00:00-04:00,3600,287,NaN,0,0,0,1.44,4,278,100,34.57,654,1892,1191.18
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_10,2025-09-27T10:00:00-04:00,3600,387,268.15,4307.76,8,42.43,1.9,8,420,100,56.51,2208,3907,10768.57
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_11,2025-09-27T10:00:00-04:00,3600,131,167.88,3423.95,3,86.54,1.03,1,97,100,62.75,502,800,4709.87
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_08,2025-09-27T10:00:00-04:00,3600,1006,44.78,3817.46,4,36.78,0.77,7,913,100,31.41,2398,7634,7989
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_10,2025-09-27T10:00:00-04:00,3600,614,359.18,778.69,5,14.41,3.18,25,786,100,57.53,4335,7535,7741.73
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_11,2025-09-27T10:00:00-04:00,3600,151,189.71,129.56,2,22.62,0.9,1,111,100,56.49,505,894,1141.45
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_08,2025-09-27T10:00:00-04:00,3600,474,71.94,65.57,1,2.17,0.7,3,426,100,41.15,2139,5198,2273.28
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_10,2025-09-27T10:00:00-04:00,3600,1001,95.84,9922,14,42.89,2.49,23,922,100,53.16,5206,9793,26410.21
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_11,2025-09-27T10:00:00-04:00,3600,311,138.37,9883.54,10,88.75,1.24,3,242,100,55.74,1010,1812,9499.64
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_10,2025-09-27T10:00:00-04:00,3600,1376,101.61,6347.43,8,15.74,2.02,30,1482,100,36.98,7800,21094,40869.39
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_11,2025-09-27T10:00:00-04:00,3600,978,89.1,5799.33,6,40.39,2.13,17,799,100,41.27,2215,5367,14882.88
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_10,2025-09-27T10:00:00-04:00,3600,1211,512.17,8725.89,9,34.58,1.55,17,1098,100,52.31,6748,12899,25604.05
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_11,2025-09-27T10:00:00-04:00,3600,458,224.02,2490.37,7,61.18,0.94,4,426,100,52.67,1403,2664,4562.29
143,Florida,VCP Far Edge,NR,,,1437396_0001_0003_10,2025-09-27T10:00:00-04:00,3600,910,478.07,2344.21,7,18.51,2.31,21,909,100,40.32,1730,4291,12726.89
143,Florida,VCP Far Edge,NR,,,1437396_0001_0003_11,2025-09-27T10:00:00-04:00,3600,222,217.67,3861.24,5,81.46,0.48,1,210,100,27.79,117,421,5090.73
143,Florida,VCP Far Edge,NR,,,1439396_0001_0001_08,2025-09-27T10:00:00-04:00,3600,8,NaN,0,0,0,0,0,7,100,7.79,133,1707,1097.75
143,Florida,VCP Far Edge,NR,,,1439396_0001_0002_08,2025-09-27T10:00:00-04:00,3600,46,NaN,0,1,0,2.63,1,38,100,38.1,554,1454,223.19
143,Florida,VCP Far Edge,NR,,,1439396_0001_0003_08,2025-09-27T10:00:00-04:00,3600,10,NaN,0,0,0,0,0,10,100,18.9,65,344,126.46
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_04,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_08,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0.03,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_10,2025-09-27T10:00:00-04:00,3600,374,286.79,456.29,4,8.45,1.75,7,400,100,43.59,1470,3372,5484.85
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_11,2025-09-27T10:00:00-04:00,3600,118,135.15,3238.11,7,91.19,0,0,118,100,33.7,93,276,2681.9
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_04,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_08,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_10,2025-09-27T10:00:00-04:00,3600,431,217.04,2327.16,5,57.45,1.95,8,410,100,39.95,666,1667,6360.17
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_11,2025-09-27T10:00:00-04:00,3600,65,24.41,3707.79,5,93.55,0,0,73,100,41.62,82,197,2781.5
143,Florida,VCP Far Edge,NR,,,1437648_0001_0003_04,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0003_08,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0003_10,2025-09-27T10:00:00-04:00,3600,1239,260.81,1918.6,7,10.23,4.39,54,1230,100,42.52,6745,15863,20131.46
143,Florida,VCP Far Edge,NR,,,1437648_0001_0003_11,2025-09-27T10:00:00-04:00,3600,577,92.34,1967.43,10,39.64,1.94,8,412,100,41.41,1201,2900,4943.89
143,Florida,VCP Far Edge,NR,,,1437648_0001_0004_04,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0004_08,2025-09-27T10:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0004_10,2025-09-27T10:00:00-04:00,3600,1482,158.24,16795.56,19,47.97,4.68,77,1645,100,30.64,2707,8835,37943.68
143,Florida,VCP Far Edge,NR,,,1437648_0001_0004_11,2025-09-27T10:00:00-04:00,3600,719,111.56,11306.81,22,75.19,0.61,4,656,100,19.68,282,1433,11418.09
143,Florida,VCP Far Edge,NR,,,1437657_0001_0001_10,2025-09-27T10:00:00-04:00,3600,1618,68.72,21158.21,26,38.25,3.09,47,1522,100,39.09,7331,18755,57838.71
143,Florida,VCP Far Edge,NR,,,1437657_0001_0001_11,2025-09-27T10:00:00-04:00,3600,749,112.24,15438.53,25,82.02,0.99,8,805,100,42.94,1644,3829,19312.07
143,Florida,VCP Far Edge,NR,,,1437657_0001_0002_10,2025-09-27T10:00:00-04:00,3600,3091,44.34,19249.69,39,44.79,1.89,58,3062,100,48.12,12056,25052,40929.66
143,Florida,VCP Far Edge,NR,,,1437657_0001_0002_11,2025-09-27T10:00:00-04:00,3600,1064,83.57,8785.23,22,60.6,1.03,10,971,100,48.11,2181,4533,14335.73
143,Florida,VCP Far Edge,NR,,,1437657_0001_0003_10,2025-09-27T10:00:00-04:00,3600,192,205.62,4.13,1,0.15,2.96,6,203,100,50.7,2165,4270,2670.64
143,Florida,VCP Far Edge,NR,,,1437657_0001_0003_11,2025-09-27T10:00:00-04:00,3600,44,36.47,14.77,1,4.47,0,0,39,100,55.51,287,517,610.61
143,Florida,VCP Far Edge,NR,,,1437285_0001_0001_08,2025-09-27T10:00:00-04:00,3600,23,NaN,0,0,0,0,0,21,100,46.8,453,968,530.43
