Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'DU.DL_GTP_Data_Volume_RN_MB','DU.ENDC.Sessions.RN','DU.Intra.CU.HO.Attempts.number','DU.Max.ENDC.Sessions.RN.number','DU.Intra_CU_HO_Attempts_RN','DU.Intra_CU_HO_Success_RN','DU.Intra_CU_HO_Success_Rate_RN_pct','DU.SgNB_Modification_Attempts_RN','DU.SgNB_Modification_Success_RN','DU.SgNB_Modification_Success_Rate_RN_pct','DU.UL_GTP_Data_Volume_RN_MB','DU.Attach_Success_rate_pct_RN','DU.Attach_Success_RN_Num','DU.Attach_Success_RN_Den','DU.Drop_rate_pct_RN','DU.Drop_RN_Num','DU.Drop_RN_Den','DU.DL_Tput_RN_Mbps','DU.UL_Tput_RN_Mbps','DU.UL_TTI_Util_Rate_pct_RN','DU.DL_TTI_Util_Rate_pct_RN','DU.DL_HARQ_Residual_BLER_pct_RN','DU.UL_HARQ_Residual_BLER_pct_RN','DU.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000,2025-09-27T01:00:00-04:00,3600,140.27,64,,14,0,0,NaN,56,56,100,26.86,100,33,33,9.09,3,33,74.63,19.98,0.84,0.29,1.28,0.21,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000,2025-09-27T01:00:00-04:00,3600,2.24,5,,4,0,0,NaN,4,4,100,1.75,100,11,11,44.44,4,9,17.21,12.4,0.08,0.02,14.32,2.14,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000,2025-09-27T01:00:00-04:00,3600,34.3,7,,4,0,0,NaN,280,280,100,7.33,100,344,344,0.58,2,344,54.26,19.86,0.21,0.09,2.43,0.03,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000,2025-09-27T01:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000,2025-09-27T01:00:00-04:00,3600,116.32,29,,7,1,1,100,540,540,100,21.43,100,1240,1240,0.89,11,1238,44.92,4.13,0.62,0.3,9.91,0.03,100
Global,*,VCP Far Edge,NR,,*,000000*000*,,3600,293.13,105,,14,1,1,100,880,880,100,57.37,100,1628,1628,1.23,20,1624,56.46,8.21,0.35,0.14,5.1,0.2,100
