Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'DU.DL_GTP_Data_Volume_RN_MB','DU.ENDC.Sessions.RN','DU.Intra.CU.HO.Attempts.number','DU.Max.ENDC.Sessions.RN.number','DU.Intra_CU_HO_Attempts_RN','DU.Intra_CU_HO_Success_RN','DU.Intra_CU_HO_Success_Rate_RN_pct','DU.SgNB_Modification_Attempts_RN','DU.SgNB_Modification_Success_RN','DU.SgNB_Modification_Success_Rate_RN_pct','DU.UL_GTP_Data_Volume_RN_MB','DU.Attach_Success_rate_pct_RN','DU.Attach_Success_RN_Num','DU.Attach_Success_RN_Den','DU.Drop_rate_pct_RN','DU.Drop_RN_Num','DU.Drop_RN_Den','DU.DL_Tput_RN_Mbps','DU.UL_Tput_RN_Mbps','DU.UL_TTI_Util_Rate_pct_RN','DU.DL_TTI_Util_Rate_pct_RN','DU.DL_HARQ_Residual_BLER_pct_RN','DU.UL_HARQ_Residual_BLER_pct_RN','DU.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000,2025-09-27T08:00:00-04:00,3600,175.92,68,,18,0,0,NaN,22,22,100,29.36,100,96,96,0,0,96,83.94,20.88,0.86,0.31,0.28,0.24,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000,2025-09-27T08:00:00-04:00,3600,62.61,29,,8,0,0,NaN,8,8,100,10.48,100,136,136,9.09,12,132,47.87,17.77,0.35,0.19,8.38,0.12,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000,2025-09-27T08:00:00-04:00,3600,165.77,9,,7,5,5,100,575,575,100,20.03,100,588,588,0.34,2,587,53.42,18.02,0.67,0.45,1.41,0.15,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000,2025-09-27T08:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000,2025-09-27T08:00:00-04:00,3600,179.46,38,,13,3,3,100,877,877,100,30.09,100,1754,1754,0.58,10,1738,48.19,4.17,0.86,0.44,9.89,0.5,100
Global,*,VCP Far Edge,NR,,*,000000*000*,,3600,583.77,144,,18,8,8,100,1482,1482,100,89.96,100,2574,2574,0.94,24,2553,57.2,8.77,0.55,0.28,4.37,0.29,100
