Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Ericsson5GCarrier.pmEndcSetupUeAtt','Ericsson5GCarrier.EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB','Ericsson5GCarrier.EBSN_ENDC_Peak_UE_FWA_Spid125','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_pct_of_Total','Ericsson5GCarrier.5GNR_ENDC_Drop_pct','Ericsson5GCarrier.5GNR_ENDC_Drop_Num','Ericsson5GCarrier.5GNR_ENDC_Drop_Den','Ericsson5GCarrier.5GNR_Cell_Availability_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Num','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Den','Ericsson5GCarrier.5GNR_DL_MAC_Volume_MB'
143,Florida,VCP Far Edge,NR,,,1437221_0001_0001_10,2025-09-27T23:00:00-04:00,3600,525,122.62,2718.42,10,24.51,3.54,18,508,100,39.15,1873,4784,19914.87
143,Florida,VCP Far Edge,NR,,,1437221_0001_0001_11,2025-09-27T23:00:00-04:00,3600,305,124.82,14360.54,12,82.42,0.68,2,292,100,41.7,482,1156,9447.25
143,Florida,VCP Far Edge,NR,,,1437221_0001_0002_10,2025-09-27T23:00:00-04:00,3600,1252,134.41,28.55,5,0.22,4.06,51,1257,100,20.79,2399,11540,14581.43
143,Florida,VCP Far Edge,NR,,,1437221_0001_0002_11,2025-09-27T23:00:00-04:00,3600,796,54.4,798.67,7,13.87,4.35,34,781,100,18.38,337,1834,5169.75
143,Florida,VCP Far Edge,NR,,,1437221_0001_0003_10,2025-09-27T23:00:00-04:00,3600,511,154.43,855.49,6,4.48,2.96,15,507,100,14.3,573,4008,17840.5
143,Florida,VCP Far Edge,NR,,,1437221_0001_0003_11,2025-09-27T23:00:00-04:00,3600,220,86.34,564.17,4,23.51,1.01,2,198,100,13.36,99,741,4088.33
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_04,2025-09-27T23:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_08,2025-09-27T23:00:00-04:00,3600,25,NaN,0,0,0,0,0,22,100,10.82,102,943,202.11
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_04,2025-09-27T23:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_08,2025-09-27T23:00:00-04:00,3600,26,NaN,0,0,0,0,0,27,100,20.87,356,1706,1198.52
