Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Carrier5G.S5NC_DRBSetupFail_pct_SA_SNSSAI6','Carrier5G.S5NC_DRBSetupFail_pct_den_SA_SNSSAI6','Carrier5G.S5NC_DRBSetupFail_num_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_den_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_num_SA_SNSSAI6','Carrier5G.S5ND_AvgAirIfDelay_DL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgIPLatency_DL_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgRLCDelay_DL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgRLCDelay_UL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgUEThpt_SA_Mbps_5QI133_RFSP95_SNSSAI6','Carrier5G.S5ND_DLActiveUE_Avg_SNSSAI6','Carrier5G.S5ND_DLRLC_SDU_Drop_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NR_DLPRBUtilization_pct_SNSSAI6','Carrier5G.S5NU_AvgPDCPDelay_DL_us_Cell_SNSSAI','Carrier5G.S5NU_AvgPDCPDelay_DL_us_Cell_5QI133_SNSSAI6','Carrier5G.S5NU_AvgPDCPDelay_UL_us_Cell_SNSSAI','Carrier5G.S5NU_AvgPDCPDelay_UL_us_Cell_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_Drop_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_Loss_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NU_ULPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6','Carrier5G.S5NU_ULPDCP_SDU_Loss_pmm_pct_5QI133_SNSSAI6','Carrier5G.RLCDLPKTDISCARDCNTPDCP_5QI133','Carrier5G.RLCDLPKTDROPCNTFULLBUF_5QI133','Carrier5G.RLCDLPKTRECEIVECNT_5QI133','Carrier5G.ErabAddAtt_per_GNB','Carrier5G.RssiPathAvg_Path0','Carrier5G.RssiPathAvg_Path1','Carrier5G.RssiPathAvg_Path2','Carrier5G.RssiPathAvg_Path3','Carrier5G.RssiPathAvg','Carrier5G.S5NR_DLPRBUtilization_pct','Carrier5G.S5NR_ULPRBUtilization_pct','Carrier5G.5GNR_ENDC_Drop_pct','Carrier5G.5GNR_ENDC_Drop_pct_num','Carrier5G.5GNR_ENDC_Drop_pct_den','Carrier5G.S5NR_PDCCH_Blocking_Tot_pct','Carrier5G.S5NR_Cell_Availability_pct','Carrier5G.S5NC_MaxUENo_SPID125','Carrier5G.S5ND_TotalMACDataVolumeDL_MB_SPID125','Carrier5G.S5ND_DLUeThru_Mbps_SPID125','Carrier5G.S5NC_ERAB_Drop_Rate_FWA_pct_num','Carrier5G.S5NC_ERAB_Drop_Rate_FWA_pct','Carrier5G.S5NC_ERABSetupFailureRate_pct_QCI132','Carrier5G.S5NR_MaxRRCconnectedUsersPerDU','Carrier5G.S5NR_TotalDLRLCLayerDataVolume_MB','Carrier5G.S5NR_DLUserPerceivedTput_Mbps','Carrier5G.S5NR_TotalERABSetupFailureRate_pct','Carrier5G.S5NR_TotalERABSetupFailureRate_pct_num','Carrier5G.S5NR_TotalERABSetupFailureRate_pct_den','Carrier5G.S5NC_DRBDrop_pct_SA','Carrier5G.S5NC_DRBDrop_num_SA','Carrier5G.S5NC_DRBDrop_den_SA','Carrier5G.S5NC_DRBSetupFail_pct_SA','Carrier5G.S5NC_DRBSetupFail_num_SA','Carrier5G.S5NC_DRBSetupFail_den_SA','Carrier5G.S5NR_IntragNBHOFailRate_pct','Carrier5G.S5NR_IntragNBHOFailRate_den','Carrier5G.S5NR_IntragNBHOFailRate_num','Carrier5G.S5NR_IntergNBHOFailRate_pct','Carrier5G.S5NR_IntergNBHOFailRate_den','Carrier5G.S5NR_IntergNBHOFailRate_num','Carrier5G.S5NR_AvgRRCconnectedUsersPerDU_PerCell','Carrier5G.S5NR_DLMACLayerDataVolume_MB','Carrier5G.S5NR_PUCCHAvgSINR_dB','Carrier5G.S5NR_PUSCHAvgSINR_dB','Carrier5G.S5NR_TotalULRLCLayerDataVolume_MB','Carrier5G.S5NR_ULMACLayerDataVolume_MB','Carrier5G.S5NR_ULUserPerceivedTput_Mbps'
070,Upstate New York,VCP Far Edge,NR,,,07090063657-45-10,2025-09-27T03:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,21,-92.09,-92.09,-92.09,-92.09,-92.09,0.01,0.01,0,0,19,0,100,0,0,NaN,0,NaN,NaN,,8.58,NaN,0,0,21,NaN,0,0,0,0,1,0,3,0,0,8,0,0,8.71,11.63,15.2,0.21,0.28,0.46
070,Upstate New York,VCP Far Edge,NR,,,07090063657-46-10,2025-09-27T03:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,44,-92.05,-92.05,-92.05,-92.05,-92.05,0.02,0.02,2.17,1,46,0.01,100,0,0,NaN,0,NaN,NaN,,29.6,684.4,0,0,44,14.29,1,7,0,0,8,0,2,0,0,28,0,0.04,31.31,10.74,23.02,2.4,3.68,2.82
070,Upstate New York,VCP Far Edge,NR,,,07090063657-46-11,2025-09-27T03:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-93.29,-93.37,-93.38,-93.44,-93.41,0,0,0,0,7,0,100,0,0,NaN,0,NaN,NaN,,0.08,98.3,0,0,6,0,0,2,0,0,1,0,2,0,0,1,0,0.01,0.09,11.44,21.83,0.03,0.04,0.2
070,Upstate New York,VCP Far Edge,NR,,,07090013052-181-10,2025-09-27T03:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,470,-90.5,-90.36,-90.59,-90.52,-90.49,4.66,2.26,0.35,2,569,0.88,100,6,388.34,529.55,0,0,0,,3417.5,119.29,0,0,470,0,0,565,0,0,555,1.37,73,1,NaN,0,0,7.55,4927.98,7.94,14.49,153.01,266.63,2.37
070,Upstate New York,VCP Far Edge,NR,,,07090013052-181-11,2025-09-27T03:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,81,-93.04,-93.02,-93.08,-93.13,-93.12,0.89,0.56,0,0,104,0.12,100,1,10.1,NaN,0,0,0,,738.3,315.33,0,0,81,0,0,97,0,0,101,0,53,0,NaN,0,0,1.32,943.65,8.19,17.27,24.33,50.54,5.67
070,Upstate New York,VCP Far Edge,NR,,,07090013052-182-10,2025-09-27T03:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,79,-90.25,-90.34,-90.32,-90.31,-90.22,0.39,0.39,0.62,1,162,0.17,100,0,0,NaN,0,NaN,NaN,,419.12,316.6,0,0,79,0,0,559,0,0,563,2.67,75,2,0,1,0,1.5,651.41,8.65,18.71,25.92,61.47,6.32
070,Upstate New York,VCP Far Edge,NR,,,07090013052-182-11,2025-09-27T03:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,23,-92.81,-92.97,-92.88,-92.88,-92.85,1.84,0.27,1.89,1,53,0.19,100,1,1882.06,230.06,0,NaN,NaN,,1967.57,226.85,0,0,23,0,0,87,0,0,89,2.94,34,1,NaN,0,0,0.58,1971.16,8.14,16.2,13.13,27.33,17.88
070,Upstate New York,VCP Far Edge,NR,,,07090013052-183-10,2025-09-27T03:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,30,-90.71,-90.75,-90.78,-90.89,-90.76,0.84,0.36,1.14,1,88,0.13,100,0,0,NaN,0,NaN,NaN,,1828.21,150.62,0,0,30,0,0,142,0,0,148,0,64,0,NaN,0,0,0.52,1387.58,8.56,18.58,32.28,50.56,8.25
070,Upstate New York,VCP Far Edge,NR,,,07090013052-183-11,2025-09-27T03:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,8,-93.58,-93.76,-93.65,-93.84,-93.77,0.87,0.11,4.55,1,22,0.09,100,0,0,NaN,0,NaN,NaN,,163.3,237.11,0,0,8,0,0,38,0,0,38,0,19,0,NaN,0,0,0.05,764.67,8.68,21.39,1.4,18.15,10.33
070,Upstate New York,VCP Far Edge,NR,,,07090012265-64-7,2025-09-27T03:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,77,-101.2,-101.13,-101.26,-101.22,-101.2,26.09,0.4,3.92,4,102,6.68,100,1,808.01,6.06,0,0,0,,896.26,6.44,0,0,77,0.2,1,495,0.2,1,511,0,23,0,0,1,0,0.73,1014.53,8.02,10.71,1.89,20.57,2.85
