Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Ericsson5GCarrier.pmEndcSetupUeAtt','Ericsson5GCarrier.EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB','Ericsson5GCarrier.EBSN_ENDC_Peak_UE_FWA_Spid125','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_pct_of_Total','Ericsson5GCarrier.5GNR_ENDC_Drop_pct','Ericsson5GCarrier.5GNR_ENDC_Drop_Num','Ericsson5GCarrier.5GNR_ENDC_Drop_Den','Ericsson5GCarrier.5GNR_Cell_Availability_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Num','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Den','Ericsson5GCarrier.5GNR_DL_MAC_Volume_MB'
143,Florida,VCP Far Edge,NR,,,1437221_0001_0001_10,2025-09-27T01:00:00-04:00,3600,418,76.77,7856.59,12,43.73,1.22,5,411,100,38.74,1163,3002,20191.23
143,Florida,VCP Far Edge,NR,,,1437221_0001_0001_11,2025-09-27T01:00:00-04:00,3600,235,69.86,11902.98,11,95.97,0.41,1,244,100,28.64,171,597,11481.73
143,Florida,VCP Far Edge,NR,,,1437221_0001_0002_10,2025-09-27T01:00:00-04:00,3600,708,185.76,72.71,8,0.7,3.65,26,713,100,19.05,1062,5575,11046.43
143,Florida,VCP Far Edge,NR,,,1437221_0001_0002_11,2025-09-27T01:00:00-04:00,3600,436,57.1,483.81,7,17.7,0.94,4,425,100,21.97,221,1006,2524.11
143,Florida,VCP Far Edge,NR,,,1437221_0001_0003_10,2025-09-27T01:00:00-04:00,3600,307,12.18,6.55,3,0.04,0.64,2,311,100,11.98,307,2562,15285.51
143,Florida,VCP Far Edge,NR,,,1437221_0001_0003_11,2025-09-27T01:00:00-04:00,3600,164,182.59,72.37,5,18.8,1.33,2,150,100,14.14,57,403,2067.52
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_04,2025-09-27T01:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_08,2025-09-27T01:00:00-04:00,3600,33,NaN,0,0,0,16.67,6,36,100,11.62,94,809,485.58
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_04,2025-09-27T01:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_08,2025-09-27T01:00:00-04:00,3600,2,NaN,0,0,0,0,0,2,100,10.53,84,798,500.12
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_04,2025-09-27T01:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_08,2025-09-27T01:00:00-04:00,3600,8,NaN,0,0,0,0,0,8,100,16.6,81,488,157.46
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_08,2025-09-27T01:00:00-04:00,3600,163,NaN,0.01,1,0,0,0,161,100,24.18,191,790,487.86
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_10,2025-09-27T01:00:00-04:00,3600,245,384.73,1912.82,8,42.97,3.98,10,251,100,56.03,748,1335,4712.53
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_11,2025-09-27T01:00:00-04:00,3600,15,241.35,1211.76,4,98.51,0,0,17,100,66.67,86,129,937.15
