Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'DU.DL_GTP_Data_Volume_RN_MB','DU.ENDC.Sessions.RN','DU.Intra.CU.HO.Attempts.number','DU.Max.ENDC.Sessions.RN.number','DU.Intra_CU_HO_Attempts_RN','DU.Intra_CU_HO_Success_RN','DU.Intra_CU_HO_Success_Rate_RN_pct','DU.SgNB_Modification_Attempts_RN','DU.SgNB_Modification_Success_RN','DU.SgNB_Modification_Success_Rate_RN_pct','DU.UL_GTP_Data_Volume_RN_MB','DU.Attach_Success_rate_pct_RN','DU.Attach_Success_RN_Num','DU.Attach_Success_RN_Den','DU.Drop_rate_pct_RN','DU.Drop_RN_Num','DU.Drop_RN_Den','DU.DL_Tput_RN_Mbps','DU.UL_Tput_RN_Mbps','DU.UL_TTI_Util_Rate_pct_RN','DU.DL_TTI_Util_Rate_pct_RN','DU.DL_HARQ_Residual_BLER_pct_RN','DU.UL_HARQ_Residual_BLER_pct_RN','DU.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000,2025-09-27T13:00:00-04:00,3600,491.15,88,,25,52,51,98.08,58,58,100,70.04,100,201,201,3.48,7,201,7.72,7.02,5.97,9.33,0.66,0.06,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000,2025-09-27T13:00:00-04:00,3600,373.25,69,,18,218,207,94.95,42,42,100,68.9,100,293,293,16.67,44,264,25.53,21.67,1.91,2.13,5.66,0.39,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000,2025-09-27T13:00:00-04:00,3600,573.28,38,,9,110,109,99.09,989,989,100,118.02,99.93,1366,1367,0.88,12,1366,44.81,36.62,1.86,1.94,1.98,0.07,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000,2025-09-27T13:00:00-04:00,3600,46.38,6,,3,2,2,100,46,46,100,8.06,98.68,75,76,1.33,1,75,59.24,4.85,0.2,0.09,1.37,0.18,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000,2025-09-27T13:00:00-04:00,3600,3561.21,63,,14,47,46,97.87,947,947,100,107.68,99.95,2140,2141,0.38,8,2126,47.78,2.73,4.73,8.72,0.75,0.11,100
Global,*,VCP Far Edge,NR,,*,000000*000*,,3600,5045.27,264,,25,429,415,96.74,2082,2082,100,372.7,99.93,4075,4078,1.79,72,4032,30.34,6.42,2.93,4.44,1.22,0.12,100
