DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,20,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,5575.04,62,1,1,100,20,24,24,100,34.64,100,12,12,16.67,2,12,444.29,9.99,2.21,2.37,0.35,0.09,100,100,62,12,51963.15,51832.6
09/27/2025,20,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,117.47,32,6,5,83.33,9,12,12,100,13.04,93.94,31,33,34.78,8,23,90.33,16.02,0.49,0.2,5.12,0.88,100,100,32,33,1094.89,1091.69
09/27/2025,20,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,62.21,20,0,0,NaN,8,852,852,100,9.11,99.9,1049,1050,0.76,8,1049,77.05,19.04,0.28,0.12,1.32,0.06,100,100,20,1050,579.8,578.06
09/27/2025,20,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,96.38,1,4,4,100,2,6,6,100,12.99,100,29,29,0,0,29,80.76,5.38,0.29,0.14,0.15,0.07,100,100,1,29,898.37,895.88
09/27/2025,20,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,153.71,33,28,25,89.29,10,630,630,100,20.02,100,1575,1575,0.52,8,1548,39.58,3.85,0.62,0.45,21.03,0.22,100,100,33,1575,1432.72,1428.57
Total,*,*,*,*,*,*,*,*,6004.81,148,39,35,89.74,20,1524,1524,100,89.81,99.89,2696,2699,0.98,26,2661,325.96,7.31,0.78,0.65,2.59,0.2,100,500.0,148.0,2699.0,55968.93000000001,55826.799999999996
