DAY,HR,5G,REGION,MARKET,MARKET_DESC,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,09,5GNR,Florida,143,Jacksonville,1212.77,150,76,75,98.68,19,1874,1874,100,109.32,99.66,3237,3248,1.06,34,3204,70.18,8.63,0.63,0.46,4.45,0.19,100,100,150,3248,11303.81,11271.69,1212.77,138,76,75,98.68,20,1881,1873,99.57,109.32,3204,34,1.06,3248,3237,99.66
Total,*,*,*,*,*,1212.77,150,76,75,98.68,19,1874,1874,100,109.32,99.66,3237,3248,1.06,34,3204,70.18,8.63,0.63,0.46,4.45,0.19,100,100.0,150.0,3248.0,11303.81,11271.69,1212.77,138.0,76,75,98.68,20,1881.0,1873.0,99.57,109.32,3204,34,1.06,3248,3237,99.66
