DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,378.87,81,32,32,100,21,39,39,100,41.38,100,183,183,2.75,5,182,8.04,14.32,1.91,7.72,1.15,0.18,100,100,81,183,3531.29,3521.07
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,1675.51,53,85,84,98.82,13,29,29,100,68.18,98.97,192,194,16.39,30,183,165.33,21.38,1.89,1.48,2.68,0.25,100,100,53,194,15616.86,15576.13
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,93.72,16,25,25,100,8,1004,1004,100,17.42,100,1256,1256,0.4,5,1254,6.74,20.69,0.51,2.1,1.52,0.08,100,100,16,1256,873.57,870.76
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,253.47,7,44,43,97.73,6,86,86,100,78.97,100,240,240,0.42,1,240,6.97,4.81,1.93,4.25,1.32,0.13,100,100,7,240,2362.49,2355.92
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,484.09,47,35,35,100,15,836,836,100,705.43,100,2214,2214,0.59,13,2186,24.75,22.23,3.72,2.29,2.32,0.08,100,100,47,2214,4512.06,4497.32
Total,*,*,*,*,*,*,*,*,2885.66,204,221,219,99.1,21,1994,1994,100,911.38,99.95,4085,4087,1.33,54,4045,22,16.55,1.99,3.57,1.5,0.14,100,500.0,204.0,4087.0,26896.27,26821.199999999997
