DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,01,239.71,67,17,17,100,21,35,35,100,33.55,100,167,167,1.82,3,165,5.73,15.39,2.81,13.84,0.64,0.16,100,100,67,167,2234.3,2227.44
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,01,139.15,14,15,15,100,5,4,4,100,7.83,100,16,16,11.76,2,17,28.25,11.34,1.01,1.59,7.44,0.23,100,100,14,16,1296.99,1293.63
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,01,201.17,35,45,45,100,13,16,16,100,29.01,100,89,89,17.57,13,74,68.89,19.23,1.76,0.83,5.2,0.46,100,100,35,89,1875.04,1869.49
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,01,1474.34,18,40,39,97.5,8,13,13,100,39.17,98.1,103,105,15.6,17,109,203.1,23.27,2.02,2.12,1.77,0.07,100,100,18,105,13741.83,13706.63
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,01,66.59,14,11,11,100,8,764,764,100,12.18,100,937,937,0.53,5,938,4.83,21.02,0.7,4.04,1.34,0.05,100,100,14,937,620.69,618.72
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,01,27.13,2,14,14,100,6,240,240,100,5.24,100,319,319,0,0,316,56.1,20,0.33,0.16,7.14,0.13,100,100,2,319,252.88,252.05
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,01,81.16,2,19,19,100,2,15,15,100,3.65,100,43,43,0,0,48,9.65,4.34,0.2,1.97,1.9,0.34,100,100,2,43,756.46,754.53
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,01,172.31,5,25,24,96,6,71,71,100,75.32,100,197,197,0.52,1,192,6.16,4.84,3.65,6.54,1.14,0.12,100,100,5,197,1606.03,1601.39
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,01,270.56,15,17,17,100,9,232,232,100,67.03,100,983,983,0.72,7,976,64.38,8.35,1.89,0.98,8.61,0.24,100,100,15,983,2521.8,2514.45
09/27/2025,17,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,01,213.53,32,18,18,100,15,604,604,100,638.4,100,1231,1231,0.5,6,1210,13.93,26.96,5.56,3.59,0.88,0.03,100,100,32,1231,1990.25,1982.87
Total,*,*,*,*,*,*,*,*,*,*,2885.66,204,221,219,99.1,21,1994,1994,100,911.38,99.95,4085,4087,1.33,54,4045,22,16.55,1.99,3.57,1.5,0.14,100,1000.0,204.0,4087.0,26896.269999999997,26821.199999999997
