DAY,HR,5G,REGION,MARKET,MARKET_DESC,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,20,5GNR,Florida,143,Jacksonville,6004.81,148,39,35,89.74,20,1524,1524,100,89.81,99.89,2696,2699,0.98,26,2661,325.96,7.31,0.78,0.65,2.59,0.2,100,100,148,2699,55968.93,55826.8,6004.81,132,39,35,89.74,21,1536,1525,99.28,89.81,2661,26,0.98,2700,2698,99.93
Total,*,*,*,*,*,6004.81,148,39,35,89.74,20,1524,1524,100,89.81,99.89,2696,2699,0.98,26,2661,325.96,7.31,0.78,0.65,2.59,0.2,100,100.0,148.0,2699.0,55968.93,55826.8,6004.81,132.0,39,35,89.74,21,1536.0,1525.0,99.28,89.81,2661,26,0.98,2700,2698,99.93
