DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_CIMMARON,1437108,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_COLUMBIA,1437625,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_DUPONT_CENTER,1437214,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_DUPONT_CENTER,1439214,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_FIVE_POINTS,1437617,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_GAINESVILLE_SOUTH,1437669,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_HILLIARD,1437531,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_INT_ST_AUGUSTINE,1437046,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_LAKE_JACKSON,1437804,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_LAKE_WIMICO,1437867,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_LAKE_WIMICO,1439867,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_LAMONT,1437779,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_MAYO,1437451,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_NORMANDY_WEST,1437101,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
