DAY,HR,5G,REGION,MARKET,MARKET_DESC,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,06,5GNR,Florida,143,Jacksonville,339.52,119,0,0,NaN,14,1039,1039,100,65.71,99.94,1752,1753,1.67,29,1733,42.62,8.6,0.38,0.22,6.8,0.27,100,100,119,1753,3164.54,3154.25,339.52,111,0,0,NaN,15,1045,1039,99.43,65.71,1733,29,1.67,1753,1752,99.94
Total,*,*,*,*,*,339.52,119,0,0,NaN,14,1039,1039,100,65.71,99.94,1752,1753,1.67,29,1733,42.62,8.6,0.38,0.22,6.8,0.27,100,100.0,119.0,1753.0,3164.54,3154.25,339.52,111.0,0,0,NaN,15,1045.0,1039.0,99.43,65.71,1733,29,1.67,1753,1752,99.94
