DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,10,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,01,798.35,65,2,2,100,19,34,34,100,56.43,100,133,133,2.29,3,131,231.28,28.46,2.36,1.01,0.28,0.17,100,100,65,133,7441.15,7421.14
09/27/2025,10,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,01,7.09,12,1,1,100,4,7,7,100,9.8,100,4,4,0,0,5,36.91,46.54,0.25,0.06,2,0.07,100,100,12,4,66.1,65.82
09/27/2025,10,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,01,64.1,30,10,10,100,13,17,17,100,10.66,83.08,54,65,19.23,10,52,63.3,18.89,0.75,0.32,7.77,0.53,100,100,30,65,597.42,595.54
09/27/2025,10,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,01,127.92,6,10,10,100,5,8,8,100,12.38,88.64,39,44,20.51,8,39,70.02,19.3,0.82,0.7,2.42,0.2,100,100,6,44,1192.29,1189.42
09/27/2025,10,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,01,370.98,17,59,59,100,9,634,634,100,30.55,99.88,840,841,0.69,6,868,10.65,6.6,5.46,10.17,0.59,0.05,100,100,17,841,3457.77,3448.22
09/27/2025,10,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,01,318.27,15,89,87,97.75,10,347,347,100,28.78,100,504,504,0.21,1,475,63.69,25.64,1.33,1.44,3.19,0.09,100,100,15,504,2966.45,2958.06
09/27/2025,10,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,01,69.86,3,24,24,100,3,19,19,100,12.64,98.63,72,73,1.32,1,76,83.39,5.72,0.52,0.2,0.36,0.06,100,100,3,73,651.19,649.2
09/27/2025,10,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,01,216.86,9,29,29,100,6,52,52,100,209.08,99.39,163,164,1.32,2,152,71.35,18.04,2.72,0.7,0.94,0.14,100,100,9,164,2021.28,2013.81
09/27/2025,10,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,01,714.55,20,21,21,100,9,233,233,100,54.36,99.87,772,773,0.52,4,769,107.12,4.36,2.96,1.56,4.32,0.03,100,100,20,773,6660.07,6642.38
09/27/2025,10,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,01,169.09,31,26,26,100,14,654,654,100,31.34,99.92,1181,1182,0.43,5,1170,54.48,5,1.49,0.73,5.42,0.12,100,100,31,1182,1576.06,1571.1
Total,*,*,*,*,*,*,*,*,*,*,2857.06,208,271,269,99.26,19,2005,2005,100,456.03,99.44,3762,3783,1.07,40,3737,47.92,10.94,1.87,1.69,1.5,0.11,100,1000.0,208.0,3783.0,26629.780000000002,26554.69
