DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,01,586.83,76,23,23,100,24,72,72,100,58.88,99.57,232,233,5.6,13,232,117.2,22.79,3.05,1.46,1.76,0.12,100,100,76,233,5469.66,5454.2
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,01,176.14,13,24,24,100,5,6,6,100,13.45,94.12,16,17,6.67,1,15,131.55,28.08,0.57,0.39,2.92,0.19,100,100,13,17,1641.7,1637.42
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,01,239.08,41,44,44,100,13,12,12,100,21.8,100,85,85,13.16,10,76,40.43,17.31,1.53,1.74,8.83,0.25,100,100,41,85,2228.39,2222.03
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,01,941.03,22,37,36,97.3,10,19,19,100,24.26,98.92,184,186,13.61,26,191,3.24,9.37,3.3,85.24,0.04,0.06,100,100,22,186,8771.05,8748.47
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,01,113.87,23,32,32,100,9,806,806,100,33.6,100,1006,1006,0.8,8,1005,22.13,21.76,1.75,1.46,6.83,0.06,100,100,23,1006,1061.35,1057.94
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,01,937.85,15,32,32,100,6,241,241,100,11.22,99.45,363,365,0,0,363,371.89,14.24,0.96,0.74,1.41,0.05,100,100,15,365,8741.36,8719.2
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,01,13.09,2,17,17,100,2,0,0,NaN,163.36,95.56,43,45,0,0,44,13.71,20.59,1.86,0.23,0.28,0.09,100,100,2,45,122.02,120.22
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,01,222.38,4,18,18,100,3,14,14,100,239.96,100,72,72,0,0,69,57.61,17.67,3.18,0.9,0.13,0.02,100,100,4,72,2072.73,2064.5
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,01,764.47,23,95,95,100,11,293,293,100,1625.75,99.89,936,937,0.21,2,935,42.51,31.75,11.99,4.22,2.76,0.05,100,100,23,937,7125.39,7092.46
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,01,422.22,31,103,103,100,19,627,627,100,76.61,99.66,1185,1189,0.52,6,1159,51.55,5.44,3.35,1.92,4.57,0.12,100,100,31,1189,3935.34,3927.85
Total,*,*,*,*,*,*,*,*,*,*,4416.95,250,425,424,99.76,24,2090,2090,100,2268.87,99.69,4122,4135,1.61,66,4089,12.9,23.54,3.15,9.83,0.45,0.08,100,1000.0,250.0,4135.0,41168.990000000005,41044.29
