DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,03,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,01,401.26,51,0,0,NaN,14,182,182,100,33.19,100,41,41,9.76,4,41,142.72,20.59,1.88,0.81,0.59,0.2,100,100,51,41,3740.01,3729.28
09/27/2025,03,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,01,7.25,12,0,0,NaN,3,12,12,100,1.85,100,2,2,0,0,2,54.56,15.27,0.15,0.04,0.02,0.21,100,100,12,2,67.61,67.35
09/27/2025,03,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,01,32.37,21,0,0,NaN,6,33,33,100,5.74,100,40,40,0,0,39,48.49,18.19,0.38,0.2,9.99,0.39,100,100,21,40,301.71,300.7
09/27/2025,03,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,01,4.53,0,0,0,NaN,1,8,8,100,1.35,100,3,3,0,0,3,65.24,24.64,0.07,0.02,0,0,100,100,0,3,42.22,42.06
09/27/2025,03,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,01,40.49,4,0,0,NaN,3,255,255,100,6.23,100,264,264,0.38,1,263,75.95,21.07,0.36,0.16,0.39,0.01,100,100,4,264,377.36,376.18
09/27/2025,03,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,01,10.79,1,0,0,NaN,1,10,10,100,2.56,100,5,5,0,0,5,66.28,21.8,0.14,0.05,0.46,0.01,100,100,1,5,100.58,100.22
09/27/2025,03,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,01,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,03,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,01,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,03,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,01,63.8,13,0,0,NaN,6,289,289,100,11.57,99.81,532,533,0.76,4,529,52.64,4.28,0.64,0.28,7.33,0.05,100,100,13,533,594.64,592.79
09/27/2025,03,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,01,267.2,23,0,0,NaN,9,491,491,100,22.82,100,819,819,0.49,4,813,93.33,4.27,1.27,0.67,7.56,0.2,100,100,23,819,2490.47,2483.34
Total,*,*,*,*,*,*,*,*,*,*,827.69,125,0,0,NaN,14,1280,1280,100,85.3,99.94,1706,1707,0.77,13,1695,97.69,8.05,0.49,0.22,4.02,0.17,100,1000.0,125.0,1707.0,7714.6,7691.920000000001
