DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,12,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,551.29,87,4,4,100,23,63,63,100,82.84,98.99,197,199,3.05,6,197,41.81,20.62,2.41,1.96,3.56,0.11,100,100,87,199,5138.41,5122.76
09/27/2025,12,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,144.87,55,36,28,77.78,16,65,65,100,32.93,98.38,243,247,18.14,41,226,39.09,20.84,0.95,0.54,12.13,0.77,100,100,55,247,1350.29,1345.84
09/27/2025,12,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,1571.38,38,116,116,100,10,909,909,100,134.05,99.85,1353,1355,1.11,15,1351,70.86,26.89,2.93,3.19,1.83,0.03,100,100,38,1355,14646.33,14606.44
09/27/2025,12,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,240.68,5,31,31,100,4,32,32,100,216.78,99.12,112,113,0.89,1,112,27.69,13.23,1.92,1.02,0.93,0.04,100,100,5,113,2243.31,2235.78
09/27/2025,12,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,1632.2,64,73,73,100,15,938,938,100,363.93,99.9,2077,2079,0.78,16,2059,84.14,11.69,3.66,2.27,2.1,0.07,100,100,64,2079,15213.23,15171.44
Total,*,*,*,*,*,*,*,*,4140.43,249,260,252,96.92,23,2007,2007,100,830.53,99.72,3982,3993,2,79,3945,61.52,14.31,2.38,1.8,2.64,0.12,100,500.0,249.0,3993.0,38591.57,38482.26
